Episode Number,Main Topic,Topic 1 Relevance,Topic 2 Relevance,Topic 3 Relevance,Topic 4 Relevance,Topic 5 Relevance,Topic 6 Relevance
63,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
64,3,0.04167090728878975,0.04167090728878975,0.7916525602340698,0.041668735444545746,0.041668735444545746,0.0416681244969368
65,3,0.08334384858608246,0.08334384858608246,0.5832985043525696,0.0833384320139885,0.0833384320139885,0.08333690464496613
66,3,0.03334081545472145,0.03334082290530205,0.6346971392631531,0.033336978405714035,0.033336978405714035,0.23194730281829834
67,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
68,6,0.023813489824533463,0.023813489824533463,0.4473983943462372,0.02381146140396595,0.02381146140396595,0.4573516845703125
69,6,0.011908797547221184,0.011908797547221184,0.15292662382125854,0.08188674598932266,0.15465384721755981,0.5867152214050293
70,6,0.05556130409240723,0.05556130409240723,0.055557459592819214,0.055558353662490845,0.055558353662490845,0.7222031950950623
71,6,0.03334084525704384,0.03334084153175354,0.23176395893096924,0.03333699330687523,0.03333699330687523,0.6348804235458374
72,3,0.0166709516197443,0.01667090877890587,0.6183426380157471,0.11548884958028793,0.016668731346726418,0.2161579579114914
73,6,0.02778399921953678,0.02778399921953678,0.19236406683921814,0.02778080478310585,0.02778080478310585,0.6965063214302063
74,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
75,6,0.011113548651337624,0.011113548651337624,0.07457054406404495,0.011112304404377937,0.011112304404377937,0.8809777498245239
76,3,0.08334384113550186,0.08334384113550186,0.5832985639572144,0.0833384320139885,0.0833384320139885,0.08333690464496613
77,6,0.08334345370531082,0.08334345370531082,0.08333665877580643,0.08333823829889297,0.08333823829889297,0.583299994468689
78,6,0.08334345370531082,0.08334345370531082,0.08333665877580643,0.08333823829889297,0.08333823829889297,0.5832999348640442
79,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
80,6,0.02083755098283291,0.02083754539489746,0.26957768201828003,0.020835386589169502,0.020835386589169502,0.647076427936554
81,6,0.03334023803472519,0.033340226858854294,0.23151350021362305,0.03333669528365135,0.03333669528365135,0.6351326704025269
82,6,0.018524162471294403,0.018524169921875,0.12729088962078094,0.0185212641954422,0.12869668006896973,0.6884428858757019
83,6,0.033343780785799026,0.03334379196166992,0.2320624589920044,0.03333841636776924,0.2336011826992035,0.43431031703948975
84,3,0.04167090728878975,0.04167090728878975,0.7916525602340698,0.041668735444545746,0.041668735444545746,0.0416681244969368
85,6,0.03334084525704384,0.03334084153175354,0.2317642867565155,0.03333699330687523,0.03333699330687523,0.6348800659179688
86,5,0.05556715652346611,0.05556715652346611,0.3881338834762573,0.05556119605898857,0.3896111249923706,0.05555952340364456
87,5,0.05556715652346611,0.05556715652346611,0.38813355565071106,0.05556119605898857,0.38961145281791687,0.05555952340364456
88,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
89,6,0.03334037959575653,0.03334038332104683,0.4332466721534729,0.03333676978945732,0.03333676978945732,0.4333990216255188
90,3,0.027783168479800224,0.027783168479800224,0.6593367457389832,0.027780411764979362,0.027780411764979362,0.22953610122203827
91,6,0.02778038941323757,0.027780387550592422,0.02777864784002304,0.027779050171375275,0.027779050171375275,0.8611025214195251
92,6,0.05555965006351471,0.05555965006351471,0.05555691197514534,0.05555754899978638,0.05555754899978638,0.7222087383270264
93,6,0.04167627915740013,0.041676271706819534,0.2906322181224823,0.04167133942246437,0.04167133942246437,0.5426725149154663
94,6,0.041670750826597214,0.041670750826597214,0.04166802391409874,0.04166865721344948,0.04166865721344948,0.7916531562805176
95,6,0.04167502745985985,0.04167502373456955,0.2904852032661438,0.04167073965072632,0.04167073965072632,0.5428232550621033
96,3,0.02083745226264,0.02083745039999485,0.5211174488067627,0.02083534188568592,0.02083534188568592,0.3955369293689728
97,3,0.08334384113550186,0.08334384858608246,0.5832985043525696,0.0833384320139885,0.0833384320139885,0.08333690464496613
98,6,0.08334345370531082,0.08334345370531082,0.08333665877580643,0.08333823829889297,0.08333823829889297,0.583299994468689
99,6,0.016671089455485344,0.016671089455485344,0.3575935661792755,0.016668830066919327,0.11550261825323105,0.47689276933670044
100,6,0.002,0.002,0.1316831409931183,0.002,0.002,0.8290956616401672
101,3,0.03334081918001175,0.033340830355882645,0.6346837282180786,0.033336982131004333,0.033336982131004333,0.23196066915988922
102,6,0.013892457820475101,0.013892457820475101,0.013890082947909832,0.09573857486248016,0.09573867917060852,0.7668477296829224
103,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
104,3,0.02381439320743084,0.023814380168914795,0.5960055589675903,0.023811886087059975,0.023811886087059975,0.3087419271469116
105,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
106,6,0.04167626425623894,0.04167626053094864,0.29063254594802856,0.04167133942246437,0.04167133942246437,0.5426722168922424
107,6,0.05555965006351471,0.05555965006351471,0.05555691197514534,0.05555754899978638,0.05555754899978638,0.7222087383270264
108,6,0.023816153407096863,0.023816153407096863,0.1934981644153595,0.023812763392925262,0.16604077816009521,0.5690159797668457
109,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
110,6,0.033339355140924454,0.033339355140924454,0.03333533927798271,0.03333627060055733,0.23265346884727478,0.6339961886405945
111,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
112,3,0.08334384113550186,0.08334384113550186,0.5832985639572144,0.0833384245634079,0.0833384245634079,0.08333689719438553
113,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
114,6,0.041670750826597214,0.041670747101306915,0.04166802391409874,0.04166865721344948,0.04166865721344948,0.7916531562805176
115,6,0.01852378435432911,0.01852378435432911,0.14147329330444336,0.01852109283208847,0.1286347657442093,0.6743232607841492
116,3,0.04167623817920685,0.04167623817920685,0.5425199866294861,0.041671328246593475,0.041671328246593475,0.29078492522239685
117,6,0.023816155269742012,0.023816155269742012,0.19344770908355713,0.023812763392925262,0.16604121029376984,0.5690659880638123
118,3,0.002,0.002,0.535174548625946,0.002,0.002,0.429733008146286
119,6,0.041674405336380005,0.041674405336380005,0.04194340854883194,0.04167043790221214,0.29144471883773804,0.5415925979614258
120,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
121,6,0.002,0.002,0.2465306669473648,0.12572389841079712,0.1257239133119583,0.4919176399707794
122,6,0.002,0.002,0.27876976132392883,0.002,0.05963930860161781,0.6352697014808655
123,3,0.020841455087065697,0.020841427147388458,0.5234568119049072,0.14541541039943695,0.14541621506214142,0.1440286636352539
124,3,0.05556153133511543,0.05556153133511543,0.7222023010253906,0.0555584616959095,0.0555584616959095,0.05555769428610802
125,3,0.013892760500311852,0.013892767019569874,0.5991143584251404,0.09591536223888397,0.013890769332647324,0.2632940411567688
126,6,0.002,0.002,0.11369848251342773,0.0869126096367836,0.002,0.7854971289634705
127,4,0.01041939202696085,0.010419400408864021,0.19591373205184937,0.5137049555778503,0.010417988523840904,0.2591245472431183
128,3,0.03334374725818634,0.033343758434057236,0.4341333210468292,0.033338405191898346,0.23361361026763916,0.23222716152668
129,6,0.020837944000959396,0.020837945863604546,0.1434776932001114,0.020835580304265022,0.020835580304265022,0.7731752395629883
130,5,0.04167880862951279,0.041678812354803085,0.29054805636405945,0.2922113239765167,0.2922121286392212,0.04167083278298378
131,6,0.0555693618953228,0.0555693618953228,0.38872653245925903,0.05556226894259453,0.05556226894259453,0.3890102207660675
132,6,0.04166995733976364,0.04166995733976364,0.041830360889434814,0.04166826978325844,0.04166826978325844,0.7914931774139404
133,6,0.0416744127869606,0.0416744127869606,0.04194837436079979,0.04167044162750244,0.291445255279541,0.5415871143341064
134,6,0.08334345370531082,0.08334345370531082,0.08333665877580643,0.08333823829889297,0.08333823829889297,0.583299994468689
135,6,0.020837003365159035,0.020837005227804184,0.020834557712078094,0.02083512395620346,0.14450477063655853,0.772151529788971
136,6,0.002,0.002,0.06499983370304108,0.002,0.4243464171886444,0.4812350869178772
137,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
138,3,0.08334384113550186,0.08334384113550186,0.5832985639572144,0.0833384320139885,0.0833384320139885,0.08333690464496613
139,3,0.012824038974940777,0.012824050150811672,0.4752601981163025,0.012822226621210575,0.08833979070186615,0.39792969822883606
140,6,0.08334345370531082,0.08334345370531082,0.08333665877580643,0.08333823829889297,0.08333823829889297,0.5832999348640442
141,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
142,3,0.05556153133511543,0.05556153133511543,0.7222023010253906,0.0555584616959095,0.0555584616959095,0.05555768683552742
143,6,0.08334345370531082,0.08334345370531082,0.08333665877580643,0.08333823829889297,0.08333823829889297,0.5832999348640442
144,6,0.016670843586325645,0.016670847311615944,0.4168456792831421,0.01666870340704918,0.1154647022485733,0.4176792502403259
145,6,0.020839281380176544,0.02083924412727356,0.3961332142353058,0.020836208015680313,0.14503343403339386,0.396318644285202
146,6,0.015154858119785786,0.015154863707721233,0.10314342379570007,0.015153143554925919,0.01515314169228077,0.8362405300140381
147,6,0.023815736174583435,0.023815738037228584,0.2052968591451645,0.023812560364603996,0.3105083107948303,0.41275081038475037
148,6,0.0416744165122509,0.0416744165122509,0.04166923835873604,0.2914440333843231,0.04167044162750244,0.5418674349784851
149,6,0.01667115092277527,0.016671156510710716,0.31617969274520874,0.01666884869337082,0.11550785601139069,0.518301248550415
150,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
151,6,0.027780387550592422,0.027780387550592422,0.02777864784002304,0.027779050171375275,0.027779050171375275,0.8611025214195251
152,3,0.05556153878569603,0.05556153878569603,0.7217937707901001,0.0555584616959095,0.0555584616959095,0.05596627667546272
153,3,0.041676245629787445,0.04167625308036804,0.5425003170967102,0.041671331971883774,0.041671331971883774,0.29080456495285034
154,6,0.0416744239628315,0.0416744202375412,0.411445289850235,0.04167044535279274,0.04167044535279274,0.4218650162220001
155,3,0.018521806225180626,0.018521804362535477,0.5743693709373474,0.01852012239396572,0.01852012239396572,0.3515467643737793
156,3,0.0238118227571249,0.0238118227571249,0.8808410167694092,0.023810649290680885,0.023810649290680885,0.023914067074656487
157,6,0.013893760740756989,0.013893760740756989,0.26353588700294495,0.096059650182724,0.09605949372053146,0.5165574550628662
158,3,0.08334384858608246,0.08334384858608246,0.5832985043525696,0.0833384320139885,0.0833384320139885,0.08333690464496613
159,6,0.01852162927389145,0.018521631136536598,0.018519556149840355,0.018520034849643707,0.12815919518470764,0.7977579236030579
160,6,0.055569346994161606,0.05556934326887131,0.38880467414855957,0.055562254041433334,0.055562254041433334,0.38893213868141174
161,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
162,3,0.01666993647813797,0.01666994020342827,0.617441713809967,0.016668252646923065,0.016668254509568214,0.3158819079399109
163,6,0.05556934326887131,0.05556934326887131,0.3888048231601715,0.055562254041433334,0.055562254041433334,0.3889319896697998
164,6,0.08334345370531082,0.08334345370531082,0.08333665877580643,0.08333823829889297,0.08333823829889297,0.5832999348640442
165,6,0.02778322622179985,0.02778322622179985,0.2259296178817749,0.0277804397046566,0.0277804397046566,0.6629430651664734
166,6,0.08334345370531082,0.08334345370531082,0.08333665877580643,0.08333823829889297,0.08333823829889297,0.5832999348640442
167,6,0.011113999411463737,0.011113999411463737,0.24336431920528412,0.011112525127828121,0.07619566470384598,0.647099494934082
168,6,0.08333762735128403,0.08333762735128403,0.08333475142717361,0.08333541452884674,0.08333541452884674,0.5833191871643066
169,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
170,6,0.015154456719756126,0.015154456719756126,0.11984116584062576,0.015152954496443272,0.015152954496443272,0.8195440173149109
171,3,0.0333394855260849,0.0333394855260849,0.633779764175415,0.0333363376557827,0.23272567987442017,0.03347928822040558
172,6,0.01389384176582098,0.01389384176582098,0.10334069281816483,0.09596597403287888,0.1808595508337021,0.5920460820198059
173,6,0.02083524875342846,0.02083524875342846,0.020972831174731255,0.020834270864725113,0.020834270864725113,0.8956881165504456
174,3,0.011113923974335194,0.011113922111690044,0.47832944989204407,0.01111246645450592,0.14381036162376404,0.34451988339424133
175,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
176,1,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204,0.1666666716337204
